"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Sep 08 12:47:04 UTC 2026","Tue Sep 08 12:47:04 UTC 2026","12","","com.jk.qurilishnazorat.rest.YaqinQurilishlarTests.HappyPathTests","","com.jk.qurilishnazorat.rest.YaqinQurilishlarTests$HappyPathTests","getCloseConstructions_ValidLegalStatuses_returns200","Valid legalStatus filter returns 200 and all items match legalStatus=DEMOLITION_ORDERED → 200, items match","When a valid legalStatus is provided, all returned items must match that status."
"failed","Tue Sep 08 12:47:04 UTC 2026","Tue Sep 08 12:47:04 UTC 2026","13","","com.jk.qurilishnazorat.rest.YaqinQurilishlarTests.NegativeTests","","com.jk.qurilishnazorat.rest.YaqinQurilishlarTests$NegativeTests","getCloseConstructions_InvalidCoordinates_returns400","Out-of-range coordinates return 400 lat=41.29, lng=999 → 400","lat must be -90..90 and lng must be -180..180. Values outside these ranges must return 400."
"failed","Tue Sep 08 12:47:04 UTC 2026","Tue Sep 08 12:47:04 UTC 2026","14","","com.jk.qurilishnazorat.rest.SearchTests.BoundaryTests","","com.jk.qurilishnazorat.rest.SearchTests$BoundaryTests","twoCharQuery_isAcceptedAndReturns200","Exactly 2-character query is accepted and returns 200","2 chars is exactly the minimum — must hit the DB and return a valid 200 response."
"failed","Tue Sep 08 12:47:04 UTC 2026","Tue Sep 08 12:47:04 UTC 2026","12","","com.jk.qurilishnazorat.rest.YaqinQurilishlarTests.NegativeTests","","com.jk.qurilishnazorat.rest.YaqinQurilishlarTests$NegativeTests","getCloseConstructions_InvalidLimit_returns400","limit out of range returns 400 limit=51 → 400","limit must be 1–50. Values outside this range must return 400."
"failed","Tue Sep 08 12:47:05 UTC 2026","Tue Sep 08 12:47:05 UTC 2026","14","","com.jk.qurilishnazorat.rest.NotificationTests.HappyPathTests","","com.jk.qurilishnazorat.rest.NotificationTests$HappyPathTests","getNotifications_itemsOrderedByPublishedAtDesc","Items are ordered by publishedAt descending (newest first)","API contract states ordering is published_at DESC — each item must be <= the previous one."
"failed","Tue Sep 08 12:47:04 UTC 2026","Tue Sep 08 12:47:04 UTC 2026","15","","com.jk.qurilishnazorat.rest.YaqinQurilishlarTests.NegativeTests","","com.jk.qurilishnazorat.rest.YaqinQurilishlarTests$NegativeTests","getCloseConstructions_InvalidLimit_returns400","limit out of range returns 400 limit=-1 → 400","limit must be 1–50. Values outside this range must return 400."
"failed","Tue Sep 08 12:47:04 UTC 2026","Tue Sep 08 12:47:04 UTC 2026","13","","com.jk.qurilishnazorat.rest.YaqinQurilishlarTests.NegativeTests","","com.jk.qurilishnazorat.rest.YaqinQurilishlarTests$NegativeTests","getCloseConstructions_InvalidLimit_returns400","limit out of range returns 400 limit=0 → 400","limit must be 1–50. Values outside this range must return 400."
"failed","Tue Sep 08 12:47:04 UTC 2026","Tue Sep 08 12:47:04 UTC 2026","13","","com.jk.qurilishnazorat.rest.YaqinQurilishlarTests.BoundaryCases","","com.jk.qurilishnazorat.rest.YaqinQurilishlarTests$BoundaryCases","getCloseConstructions_EdgeRadiusValues_returns200","Edge radiusM values (100, 50000) return 200 and radiusM is echoed radiusM=100 → 200, radiusM echoed","Edge values for radiusM (100 and 50000) must be accepted and echoed back in the response."
"failed","Tue Sep 08 12:47:04 UTC 2026","Tue Sep 08 12:47:04 UTC 2026","14","","com.jk.qurilishnazorat.rest.SearchTests.HappyPathTests","","com.jk.qurilishnazorat.rest.SearchTests$HappyPathTests","suggestions_typeIsOneOfAllowedValues","Suggestion 'type' values are only DEVELOPER, DEVELOPER_PROJECT or PROJECT","The 'type' field must be one of the 3 documented enum values."
"failed","Tue Sep 08 12:47:04 UTC 2026","Tue Sep 08 12:47:04 UTC 2026","12","","com.jk.qurilishnazorat.rest.YaqinQurilishlarTests.NegativeTests","","com.jk.qurilishnazorat.rest.YaqinQurilishlarTests$NegativeTests","getCloseConstructions_InvalidCoordinates_returns400","Out-of-range coordinates return 400 lat=-999, lng=69.24 → 400","lat must be -90..90 and lng must be -180..180. Values outside these ranges must return 400."
"failed","Tue Sep 08 12:47:03 UTC 2026","Tue Sep 08 12:47:03 UTC 2026","17","","com.jk.qurilishnazorat.rest.DistrictSummaryTests.DataIntegrityTests","","com.jk.qurilishnazorat.rest.DistrictSummaryTests$DataIntegrityTests","getDistrictSummary_subCountsSumToTotalCount","The 4 sub-counts sum exactly to totalCount for every district","API contract: muammosizCount + qismanMuammoliCount + muammoliCount + noqonuniyCount = totalCount.
The 4 counters are mutually exclusive and exhaustive.
"
